Manila to Laguna
101,600
102,730
103,930
104,1100
105,1300
106,1430
107,1430
108,1700
109,1815
110,1900
Laguna to Manila
150,530
151,545
152,700
153,730
154,900
155,1100
156,1200
157,1430
158,1530
159,1700
160,1815
161,1900
